id,timestamp,film_title_en,film_title_romanji,film_title_original,year_released,director,production_studio,production_studio_gps,prefecture,film_location,latitude,longitude,researcher_source,release_date,country_of_production,topographical_targets,animated,budget,,,
14029,,,,???????? ,2010,,????????,,,????????3??????????????,35.7334129,139.7392893,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14030,,,,???????? ,2010,,????????,,,?????????4?????????????,35.656399,139.7366023,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14031,,,,???????? ,2010,,????????,,,????????1???????,35.666095,139.739645,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14032,,,,???????? ,2010,,????????,,,????????????1????????????2??,35.6971849,139.7692414,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14033,,,,???????? ,2010,,????????,,,??????5??????????????,35.647782,139.744472,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14034,,,,???????? ,2010,,????????,,,??????????3???????,35.7296776,139.766702,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14035,,,,???????? ,2010,,????????,,,??????????3???????,35.7221133,139.7133688,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14036,,,,???????? ,2010,,????????,,,??????????2??????????,35.6829876,139.4459848,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14037,,,,???????? ,2010,,????????,,,????????3???????????,35.734126,139.73332,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14038,,,,???????? ,2010,,????????,,,????????3??????????????,35.7334129,139.7392893,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14039,,,,???????? ,2010,,????????,,,??????????1??????????,35.6073499,139.6685324,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14040,,,,???????? ,2010,,????????,,,??????????1?????????????,35.6084396,139.6699324,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14041,,,,???????? ,2010,,????????,,,????????????????????,35.636117,139.500088,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14042,,,,???????? ,2010,,????????,,,????????????1??????,35.6966837,139.7690827,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14043,,,,???????? ,2010,,????????,,,×????????????????,,,http://loca.ash.jp/info/2010/m2010_chonmage.htm,,,,,,,,
14044,,,,??1????? ,2009,,TBS,,,×??????????????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14045,,,,??1????? ,2009,,TBS,,,×?????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14046,,,,??1????? ,2009,,TBS,,,?????????5???AFFLUX ???,35.662961,139.710171,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14047,,,,??1????? ,2009,,TBS,,,???????3????????????,35.6453697,139.7569881,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14048,,,,??1????? ,2009,,TBS,,,????????????????????????,35.337591,139.645573,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14049,,,,??1????? ,2009,,TBS,,,??????????4???????????????,35.643573,139.671465,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14050,,,,??1????? ,2009,,TBS,,,×???????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14051,,,,??1????? ,2009,,TBS,,,×??????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14052,,,,??1????? ,2009,,TBS,,,???????????1?????,35.641254,139.670871,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14053,,,,??1????? ,2009,,TBS,,,?????????1??????????????,35.643736,139.671262,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14054,,,,??1????? ,2009,,TBS,,,?????????1?????,35.6497557,139.6745369,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14055,,,,??1????? ,2009,,TBS,,,×????????????????????3,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14056,,,,??1????? ,2009,,TBS,,,×????????????????????4,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14057,,,,??1????? ,2009,,TBS,,,×????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14058,,,,??1????? ,2009,,TBS,,,×??????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14059,,,,??1????? ,2009,,TBS,,,×???????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14060,,,,??1????? ,2009,,TBS,,,×??????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14061,,,,??1????? ,2009,,TBS,,,×???????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14062,,,,??1????? ,2009,,TBS,,,×???????????1,30.3445936,130.5127142,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14063,,,,??1????? ,2009,,TBS,,,×???????????2,30.3445936,130.5127142,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14064,,,,??1????? ,2009,,TBS,,,×???????????3,30.3445936,130.5127142,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14065,,,,??1????? ,2009,,TBS,,,×???????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14066,,,,??1????? ,2009,,TBS,,,×???????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14067,,,,??1????? ,2009,,TBS,,,×???????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14068,,,,??1????? ,2009,,TBS,,,???????????2?????,35.642498,139.6689404,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14069,,,,??1????? ,2009,,TBS,,,×??????????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14070,,,,??1????? ,2009,,TBS,,,×????????????????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14071,,,,??1????? ,2009,,TBS,,,×?????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14072,,,,??1????? ,2009,,TBS,,,×????????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14073,,,,??1????? ,2009,,TBS,,,×???????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14074,,,,??1????? ,2009,,TBS,,,×???????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14075,,,,??1????? ,2009,,TBS,,,????????????2????? ??,35.6967719,139.757006,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14076,,,,??1????? ,2009,,TBS,,,×????????????????1,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14077,,,,??1????? ,2009,,TBS,,,×?????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14078,,,,??1????? ,2009,,TBS,,,????????3???Dolfani,35.6672731,139.7106534,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14079,,,,??1????? ,2009,,TBS,,,×????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14080,,,,??1????? ,2009,,TBS,,,×??????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14081,,,,??1????? ,2009,,TBS,,,????????3???????????????,35.6646555,139.7095605,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14082,,,,??1????? ,2009,,TBS,,,×????????????????????????,,,http://loca.ash.jp/info/2009/m2009_yomei.htm,,,,,,,,
14083,,,,????????? ,2009,,????????????????,,,????????????????,26.3225598,127.964955,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14084,,,,????????? ,2009,,????????????????,,,?????????????????????,26.320414,127.965343,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14085,,,,????????? ,2009,,????????????????,,,????????????????????,26.699549,127.915069,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14086,,,,????????? ,2009,,????????????????,,,??????????????????????????,26.697683,127.949781,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14087,,,,????????? ,2009,,????????????????,,,?????????????????,26.7020435,127.9333532,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14088,,,,????????? ,2009,,????????????????,,,?????????????????????????,26.697428,128.017847,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14089,,,,????????? ,2009,,????????????????,,,?????????????????????????,26.697428,128.017847,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14090,,,,????????? ,2009,,????????????????,,,"×??????????
????????????????????????????",,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14091,,,,????????? ,2009,,????????????????,,,??????????6???????,35.1985814,139.6045215,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14092,,,,????????? ,2009,,????????????????,,,??????????????????,26.7027036,127.9299074,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14093,,,,????????? ,2009,,????????????????,,,??????????????????,26.694467,127.927796,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14094,,,,????????? ,2009,,????????????????,,,??????????????????????,26.703848,127.929407,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14095,,,,????????? ,2009,,????????????????,,,?????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14096,,,,????????? ,2009,,????????????????,,,×??????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14097,,,,????????? ,2009,,????????????????,,,??????????????????,26.7020435,127.9333532,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14098,,,,????????? ,2009,,????????????????,,,??????????????????,26.7020435,127.9333532,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14099,,,,????????? ,2009,,????????????????,,,?????????????????????,26.701948,127.923967,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14100,,,,????????? ,2009,,????????????????,,,??????????????????????,26.703848,127.929407,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14101,,,,????????? ,2009,,????????????????,,,????????????????????,26.701948,127.923967,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14102,,,,????????? ,2009,,????????????????,,,??????????????????????????,26.697683,127.949781,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14103,,,,????????? ,2009,,????????????????,,,????????????????????,26.320414,127.965343,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14104,,,,????????? ,2009,,????????????????,,,×????????????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14105,,,,????????? ,2009,,????????????????,,,×???????????????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14106,,,,????????? ,2009,,????????????????,,,"???????????????????
???????1?????????",26.589422,127.984263,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14107,,,,????????? ,2009,,????????????????,,,??????????????????,26.7020435,127.9333532,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14108,,,,????????? ,2009,,????????????????,,,×????????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14109,,,,????????? ,2009,,????????????????,,,×?????????????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14110,,,,????????? ,2009,,????????????????,,,?????????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14111,,,,????????? ,2009,,????????????????,,,×???????????????,,,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14112,,,,????????? ,2009,,????????????????,,,?????????????????????,26.701948,127.923967,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14113,,,,????????? ,2009,,????????????????,,,??????????????????,26.7032341,127.9297824,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14114,,,,????????? ,2009,,????????????????,,,??????????????????,26.7020435,127.9333532,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14115,,,,????????? ,2009,,????????????????,,,??????????????????,26.7027036,127.9299074,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14116,,,,????????? ,2009,,????????????????,,,??????????????????????????,26.320414,127.965343,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14117,,,,????????? ,2009,,????????????????,,,??????????????????????,26.703848,127.929407,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14118,,,,????????? ,2009,,????????????????,,,??????????????????????????,26.697683,127.949781,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14119,,,,????????? ,2009,,????????????????,,,??????????6???????,35.1985814,139.6045215,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14120,,,,????????? ,2009,,????????????????,,,????????????????????,26.320414,127.965343,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14121,,,,????????? ,2009,,????????????????,,,??????????????????????????????,36.367434,140.562059,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14122,,,,????????? ,2009,,????????????????,,,??????????6???????,35.1985814,139.6045215,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14123,,,,????????? ,2009,,????????????????,,,?????????????????????,26.701948,127.923967,http://loca.ash.jp/info/2009/m2009_kafu.htm,,,,,,,,
14124,,,,?????????? ,2009,,??????????,,,?????????????????????,35.9773632,138.0641278,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14125,,,,?????????? ,2009,,??????????,,,×????????????????,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14126,,,,?????????? ,2009,,??????????,,,×???,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14127,,,,?????????? ,2009,,??????????,,,?????????????????,36.2631363,136.9085137,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14128,,,,?????????? ,2009,,??????????,,,"?????????????????
????????????????????????????????",36.047718,138.116453,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14129,,,,?????????? ,2009,,??????????,,,×????????????????????????????????????,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14130,,,,?????????? ,2009,,??????????,,,?????????????????,35.840319,138.055674,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14131,,,,?????????? ,2009,,??????????,,,?????????????,35.8563621,137.9620449,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14132,,,,?????????? ,2009,,??????????,,,×???????,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14133,,,,?????????? ,2009,,??????????,,,?????????JR???????,35.838369,137.959165,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14134,,,,?????????? ,2009,,??????????,,,??????????????,35.7342189,137.9351096,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14135,,,,?????????? ,2009,,??????????,,,???????????????,35.853525,137.978708,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14136,,,,?????????? ,2009,,??????????,,,×?????????????????????????,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14137,,,,?????????? ,2009,,??????????,,,????????????????????,35.736296,137.936782,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14138,,,,?????????? ,2009,,??????????,,,????????????????,36.0171281,138.1252118,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14139,,,,?????????? ,2009,,??????????,,,×?????????????????????????????????,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14140,,,,?????????? ,2009,,??????????,,,×???????????????????????????,,,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14141,,,,?????????? ,2009,,??????????,,,???????????????,35.838916,137.95656,http://loca.ash.jp/info/2009/m2009_higurashi.htm,,,,,,,,
14142,,,,?????? ,2009,,?????,,,?????????????????????,43.170182,141.341801,http://loca.ash.jp/info/2009/m2009_halfway.htm,,,,,,,,
14143,,,,?????? ,2009,,?????,,,????????????????,43.171987,141.368564,http://loca.ash.jp/info/2009/m2009_halfway.htm,,,,,,,,
14144,,,,??????? ,2009,,??,,,??????????????????,43.768425,142.48008,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14145,,,,??????? ,2009,,??,,,?????????5????????????,36.6067369,140.658187,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14146,,,,??????? ,2009,,??,,,????????3????????,35.743148,139.647361,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14147,,,,??????? ,2009,,??,,,?????????????????????,43.081258,144.2365564,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14148,,,,??????? ,2009,,??,,,?????????1??????????,36.3776007,140.4750521,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14149,,,,??????? ,2009,,??,,,??????????7???????????,43.8055749,142.3642886,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14150,,,,??????? ,2009,,??,,,????????????2??????,43.6828701,142.3913148,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14151,,,,??????? ,2009,,??,,,?????????????????????,43.679203,142.4305481,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14152,,,,??????? ,2009,,??,,,"???????????????
???????????JR???",43.762873,142.358832,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14153,,,,??????? ,2009,,??,,,????????????????????????????,34.72023,137.4324286,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14154,,,,??????? ,2009,,??,,,???????????1??????,34.6545182,135.4289645,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14155,,,,??????? ,2009,,??,,,??????????????????????,43.768425,142.48008,http://loca.ash.jp/info/2009/m2009_asahiyama.htm,,,,,,,,
14156,,,,???X??? ,2008,,??,,,?????????????????,36.3303771,139.6542522,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14157,,,,???X??? ,2008,,??,,,????????2???????,35.681691,139.795109,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14158,,,,???X??? ,2008,,??,,,???????????????????,35.6832588,139.790648,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14159,,,,???X??? ,2008,,??,,,???????????3??????,35.6856409,139.7908986,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14160,,,,???X??? ,2008,,??,,,???????????2???????,35.6881542,139.7888463,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14161,,,,???X??? ,2008,,??,,,???????????2????????,35.687217,139.788472,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14162,,,,???X??? ,2008,,??,,,??????????2??????????????,35.6927684,139.9141992,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14163,,,,???X??? ,2008,,??,,,??????????????2??????,35.4404188,139.623862,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14164,,,,???X??? ,2008,,??,,,????????1?????????,35.6731538,139.7895767,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14165,,,,???X??? ,2008,,??,,,????????????????????,35.0262444,135.7808218,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14166,,,,???X??? ,2008,,??,,,???????2???????,35.6944035,139.4454577,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14167,,,,???X??? ,2008,,??,,,?????????2??????????,35.59847,139.738938,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14168,,,,???X??? ,2008,,??,,,???????3??????????????,35.861109,139.9647474,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14169,,,,???X??? ,2008,,??,,,????????1???????????,35.7036263,139.7534934,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14170,,,,???X??? ,2008,,??,,,????????1??????????,35.7037202,139.7536767,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14171,,,,???X??? ,2008,,??,,,????????????????????,35.4430413,139.6438044,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14172,,,,???X??? ,2008,,??,,,???????????????????????,36.702075,137.832235,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14173,,,,???X??? ,2008,,??,,,????????1?????????,35.711648,139.7948469,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14174,,,,???X??? ,2008,,??,,,????????????????????????,35.682812,139.790913,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14175,,,,???X??? ,2008,,??,,,????????2?????????????,35.729673,139.618355,http://loca.ash.jp/info/2008/m2008_yougisha.htm,,,,,,,,
14176,,,,??????? ???,2008,,??,,,???????1?????????,35.6530911,139.7621597,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14177,,,,??????? ???,2008,,??,,,????????2???????????,35.617552,139.779434,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14178,,,,??????? ???,2008,,??,,,???????2??????????????,35.627764,139.740875,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14179,,,,??????? ???,2008,,??,,,×???????,,,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14180,,,,??????? ???,2008,,??,,,????????6?????????????????484??,35.645522,139.785627,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14181,,,,??????? ???,2008,,??,,,????????????1??????????????????????,35.6015501,140.0990165,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14182,,,,??????? ???,2008,,??,,,?????????????1??????????????,35.701779,139.771464,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14183,,,,??????? ???,2008,,??,,,???????????????????,35.5683393,139.4837867,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14184,,,,??????? ???,2008,,??,,,?????????1???????????,35.6928375,139.6978378,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14185,,,,??????? ???,2008,,??,,,??????????2????????,35.6966611,139.7034827,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14186,,,,??????? ???,2008,,??,,,×??????????????????????,,,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14187,,,,??????? ???,2008,,??,,,????????????5???JR??????????,34.7338156,135.5002404,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14188,,,,??????? ???,2008,,??,,,????????????2?????????,34.668396,135.499072,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14189,,,,??????? ???,2008,,??,,,??????????1???????????BASeL,35.6945512,139.7038493,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14190,,,,??????? ???,2008,,??,,,?????????????1??????????,34.652728,135.506463,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14191,,,,??????? ???,2008,,??,,,????????6????????,35.659614,139.730832,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14192,,,,??????? ???,2008,,??,,,????????????????,34.6845807,135.5263493,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
14193,,,,??????? ???,2008,,??,,,???????????2???????????????? ? OBP???????,34.6929979,135.5311305,http://loca.ash.jp/info/2008/m2008_tadano.htm,,,,,,,,
